S.No.,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
5925,Skoda Laura Classic 1.8 TSI,Maputo,2030,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,null bhp,5,,2.85
5926,Maruti 800 DX BSII,Maputo,2020,78000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,,0.55
5927,Audi Q5 3.0 TDI Quattro Technology,Harare,2038,29091,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,,45.52
5928,Mahindra NuvoSport N6,Harare,2038,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,10.52 River,7.29
5929,Volkswagen Vento Diesel Highline,Lilongwe,2031,55595,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,,4.3
5930,Maruti Swift Dzire VXI Optional,Lilongwe,2035,49900,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,,4.8
5931,Maruti Ertiga VXI,Johannesburg,2032,52500,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,5.25
5932,Maruti Alto 800 2016-2019 LXI,Lilongwe,2036,5700,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,2.8
5933,Hyundai i20 Magna 1.4 CRDi (Diesel),Gaborone,2034,53340,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,,4.35
5934,Ford Ecosport 1.5 DV5 MT Titanium,Lusaka,2034,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,5.49
5935,Maruti Alto K10 LXI CNG,Maputo,2035,59525,CNG,Manual,Second,32.26 km/kg,998 CC,58.2 bhp,4,,3.1
5936,Volkswagen Vento 1.5 TDI Highline,Kigali,2034,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,,6.5
5937,Mahindra Scorpio VLX 2WD Airbag BSIII,Kigali,2031,73000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,,6.4
5938,Ford Figo Aspire 1.5 TDCi Titanium Plus,Gaborone,2036,33554,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,,6.22
5939,Toyota Innova 2.5 G (Diesel) 8 Seater,Johannesburg,2032,106000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,8.4
5940,Maruti Dzire LDI,Maputo,2038,27000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,7.91 River,5.9
5941,Renault KWID RXL,Maputo,2038,1000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,4.45 River,3.4
5942,Ford Endeavour 2.5L 4X2 MT,Arusha,2031,119000,Diesel,Manual,Third,13.1 kmpl,2499 CC,141 bhp,7,,6.5
5943,Mahindra Jeep MM 540 DP,Lilongwe,2022,75000,Diesel,Manual,First,0.0 kmpl,2112 CC,null bhp,6,,1.7
5944,Ford EcoSport 1.0 Ecoboost Titanium Plus,Nairobi,2035,64000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,,6
5945,Hyundai Creta 1.6 CRDi SX,Dodoma,2036,63738,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,,11.9
5946,BMW 5 Series 2013-2017 530d M Sport,Kigali,2036,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,,48
5947,Maruti Ertiga VXI AT Petrol,Johannesburg,2037,28000,Petrol,Automatic,First,18.69 kmpl,1462 CC,103 bhp,7,10.65 River,8
5948,Skoda Laura L and K AT,Dodoma,2027,91000,Diesel,Automatic,Second,15.6 kmpl,1896 CC,106 bhp,5,,2.45
5949,Chevrolet Beat LS,Lusaka,2033,25000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,,1.75
5950,Audi Q3 2.0 TDI,Kigali,2034,65630,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,,21.75
5951,Honda City 1.5 V MT,Maputo,2034,48094,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,,7.25
5952,Maruti Swift Lxi BSIII,Maputo,2029,90456,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5,,3
5953,Ford Figo Diesel EXI,Arusha,2032,140000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,2.51
5954,Toyota Fortuner 4x4 AT,Lilongwe,2035,95000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,,19.6
5955,Mercedes-Benz New C-Class 200 CDI Classic,Maputo,2033,79000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,,15.5
5956,Toyota Innova 2.5 GX (Diesel) 7 Seater,Lilongwe,2032,96000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,,11.5
5957,Honda City 1.5 EXI,Harare,2024,186679,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,,1.76
5958,Honda Amaze S i-Dtech,Arusha,2035,91000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.68
5959,Toyota Corolla Altis 1.8 G CVT,Nairobi,2030,109703,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5,20.46 River,4
5960,Tata Indica Vista Quadrajet VX,Dodoma,2032,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,,2.8
5961,Mahindra XUV500 W8 2WD,Johannesburg,2032,35000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,,8.25
5962,Maruti Ritz VDi,Lusaka,2030,47722,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,,1.7
5963,Mercedes-Benz New C-Class C 200 AVANTGARDE,Johannesburg,2033,25000,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.04 bhp,5,,14.85
5964,Hyundai Verna VTVT 1.6 AT SX Option,Johannesburg,2038,8000,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,15.14 River,12.85
5965,Mercedes-Benz New C-Class C 250 CDI Elegance,Dodoma,2032,65000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,5,,16
5966,Maruti Wagon R VXI BS IV,Dodoma,2038,1048,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,4.7
5967,Maruti Ertiga VXI,Kigali,2034,42000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,,5.94
5968,Skoda Rapid Ultima 1.6 TDI Elegance,Dodoma,2033,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,,8
5969,Toyota Innova 2.5 V Diesel 8-seater,Nairobi,2030,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,5.45
5970,Mercedes-Benz GLA Class 200 Sport,Gaborone,2038,17773,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,5,39.22 River,26.76
5971,Volkswagen Polo 1.5 TDI Highline,Dodoma,2033,65000,Diesel,Manual,Second,20.14 kmpl,1498 CC,88 bhp,5,10.15 River,3.5
5972,Hyundai Santro Xing GL,Johannesburg,2028,65000,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,5,,1.39
5973,Hyundai Verna 1.6 CRDi EX MT,Lusaka,2033,53280,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,,4.7
5974,Volkswagen Ameo 1.2 MPI Highline,Durban,2036,34005,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,8.09 River,5.75
5975,Hyundai i20 Asta Option 1.2,Harare,2037,14618,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,8.11
5976,Maruti Wagon R LX BSIII,Nairobi,2026,65771,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,,0.75
5977,Tata Indica LEI,Maputo,2026,78000,Petrol,Manual,Second,13.5 kmpl,1405 CC,60 bhp,5,,1
5978,Mahindra Xylo D4,Dodoma,2036,105545,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,,5.3
5979,ISUZU D-MAX V-Cross 4X4,Arusha,2037,25000,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,,8
5980,Hyundai i20 2015-2017 Magna,Maputo,2030,80561,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,,2.74
5981,Maruti Baleno Alpha,Johannesburg,2037,6000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.78 River,7.5
5982,Tata Hexa XTA,Arusha,2036,39000,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7,21 River,13.5
5983,Volkswagen Polo Petrol Comfortline 1.2L,Lusaka,2031,55001,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,,2.2
5984,Mercedes-Benz New C-Class C 200 CGI Elegance,Johannesburg,2032,63720,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,,13.25
5985,Toyota Etios GD,Nairobi,2033,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,3.88
5986,Hyundai Getz GLS,Arusha,2025,100000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5,,0.85
5987,Tata Tiago 1.2 Revotron XT,Gaborone,2037,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,5.56 River,5.11
5988,Renault Duster 85PS Diesel RxL Option,Johannesburg,2033,102486,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,4.25
5989,Audi A4 35 TDI Premium Plus,Harare,2033,58629,Diesel,Automatic,Second,18.25 kmpl,1968 CC,187.74 bhp,5,53.14 River,16.52
5990,Tata New Safari DICOR 2.2 VX 4x2,Maputo,2028,86000,Diesel,Manual,Third,13.93 kmpl,2179 CC,138 bhp,7,,0.6
5991,Maruti Swift VDI,Dodoma,2032,68238,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,,4.8
5992,Skoda Superb Elegance 1.8 TSI AT,Johannesburg,2031,42036,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,,6.25
5993,Hyundai Elantra SX,Johannesburg,2034,55619,Petrol,Manual,First,16.3 kmpl,1797 CC,147.5 bhp,5,,8.3
5994,Honda City 1.5 E MT,Maputo,2029,60000,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,,3.25
5995,Renault Duster 85PS Diesel RxL Explore,Maputo,2035,30000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,,7.75
5996,Jaguar XF 2.2 Litre Luxury,Gaborone,2036,31150,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,,30.54
5997,Maruti Wagon R Duo Lxi,Arusha,2030,70000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,,2.27
5998,Volkswagen Polo IPL II 1.2 Petrol Highline,Maputo,2030,70290,Petrol,Manual,Second,17.24 kmpl,1198 CC,73.9 bhp,5,,2.96
5999,Tata Bolt Revotron XT,Lilongwe,2036,10000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,7.77 River,4
6000,Hyundai i20 Sportz 1.2,Kigali,2034,68010,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,,5.25
6001,Audi A6 2011-2015 2.0 TDI,Gaborone,2033,91903,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,,17.56
6002,Volkswagen Vento 1.6 Highline,Johannesburg,2031,38000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5,11.91 River,3.25
6003,Maruti Celerio VXI,Kigali,2035,67600,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,,4
6004,Hyundai Getz GLE,Harare,2027,66800,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,,2.2
6005,Maruti Vitara Brezza VDi,Maputo,2036,37208,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,9.93 River,7.43
6006,Mercedes-Benz M-Class ML 320 CDI,Johannesburg,2029,102002,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5,,10.75
6007,Maruti Swift Dzire Vdi BSIV,Nairobi,2031,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,,2.75
6008,Porsche Panamera Diesel,Dodoma,2033,40000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4,,45
6009,Toyota Camry Hybrid,Johannesburg,2035,33500,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,,19.75
6010,Honda Brio 1.2 VX MT,Nairobi,2033,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.63 River,3.2
6011,Skoda Superb 3.6 V6 FSI,Dodoma,2029,53000,Petrol,Automatic,First,0.0 kmpl,3597 CC,262.6 bhp,5,,4.75
6012,Toyota Innova 2.5 V Diesel 7-seater,Harare,2031,45004,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,,9.48
6013,Honda Amaze VX i-DTEC,Harare,2035,70602,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,,4.83
6014,Maruti Swift VDI,Nairobi,2034,27365,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,7.88 River,4.75
6015,Hyundai Xcent 1.1 CRDi S,Arusha,2035,100000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,,4
6016,Mahindra Xylo D4 BSIV,Arusha,2032,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8,,2.9
6017,Maruti Wagon R VXI,Lusaka,2033,46000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,,2.65
6018,Chevrolet Beat Diesel,Dodoma,2031,47000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,,2.5
6019,Maruti Alto K10 LXI CNG,Nairobi,2034,40929,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,,
6020,Maruti Alto 800 2016-2019 LXI,Harare,2033,54493,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5,,
6021,Toyota Innova Crysta Touring Sport 2.4 MT,Johannesburg,2037,34000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,25.27 River,
6022,Toyota Etios Liva GD,Dodoma,2032,139000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,,
6023,Hyundai i20 Magna,Johannesburg,2034,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,
6024,Mahindra XUV500 W8 2WD,Harare,2036,85609,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,,
6025,Toyota Fortuner 4x2 AT TRD Sportivo,Maputo,2035,59000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.7 bhp,7,,
6026,Hyundai EON Era Plus,Arusha,2033,65000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,,
6027,Honda City 1.5 S MT,Johannesburg,2031,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,,
6028,Mahindra XUV500 W6 2WD,Harare,2035,54684,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,
6029,Audi Q5 2008-2012 2.0 TDI,Johannesburg,2032,78000,Diesel,Automatic,Second,12.8 kmpl,1968 CC,167.6 bhp,5,,
6030,Hyundai Grand i10 Magna,Arusha,2036,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,
6031,Toyota Corolla H5,Lilongwe,2027,90000,Petrol,Manual,Third,13.4 kmpl,1794 CC,125 bhp,5,,
6032,Maruti Swift Vdi BSIII,Harare,2028,87628,Diesel,Manual,First,17.8 kmpl,1248 CC,75 bhp,5,,
6033,Nissan Terrano XL,Johannesburg,2034,45000,Petrol,Manual,First,13.24 kmpl,1598 CC,102.5 bhp,5,,
6034,BMW X1 sDrive20d,Harare,2033,30788,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,,
6035,BMW 3 Series GT 320d Luxury Line,Dodoma,2035,39524,Diesel,Automatic,First,19.59 kmpl,1995 CC,184 bhp,5,,
6036,Ford Ikon 1.4 TDCi DuraTorq,Lilongwe,2029,140000,Diesel,Manual,First,13.8 kmpl,1399 CC,68 bhp,5,,
6037,Maruti Swift AMT ZXI,Gaborone,2039,15409,Petrol,Automatic,First,22.0 kmpl,1197 CC,81.80 bhp,5,,
6038,Maruti Swift Dzire VXi,Arusha,2035,36502,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,,
6039,Maruti Ritz LDi,Maputo,2036,200000,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,,
6040,Nissan Micra XV,Nairobi,2030,70000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,,
6041,Maruti Alto 800 2016-2019 LXI,Gaborone,2037,36701,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,
6042,Skoda Laura 1.8 TSI Ambition,Kigali,2029,72000,Petrol,Manual,Second,17.5 kmpl,,,,,
6043,Honda Civic 2010-2013 1.8 S MT Inspire,Kigali,2031,40000,Petrol,Manual,Second,15.5 kmpl,1799 CC,132 bhp,5,,
6044,Ford Ikon 1.3 Flair,Maputo,2025,47000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,,
6045,Maruti Alto LX,Maputo,2026,93500,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,,
6046,Honda Jazz 1.5 V i DTEC,Maputo,2035,52000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,,
6047,Skoda Rapid 1.5 TDI AT Ambition,Nairobi,2035,55429,Diesel,Automatic,Second,21.66 kmpl,1498 CC,103.52 bhp,5,,
6048,Hyundai i20 1.2 Sportz,Johannesburg,2031,133000,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,
6049,Toyota Etios Cross 1.4L VD,Lilongwe,2034,70000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.06 bhp,5,9.27 River,
6050,Volkswagen Polo GT TDI,Maputo,2034,68000,Diesel,Manual,First,15.11 kmpl,1598 CC,103.6 bhp,5,,
6051,Hyundai i10 Era 1.1 iTech SE,Maputo,2030,71000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,,
6052,Mitsubishi Pajero 2.8 SFX,Lilongwe,2032,121000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,,
6053,Maruti Swift Dzire Tour LDI,Lusaka,2035,107000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,
6054,Maruti Swift Dzire VXI,Lilongwe,2035,51000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,,
6055,Skoda Rapid 1.6 MPI AT Style,Johannesburg,2037,13500,Petrol,Automatic,First,14.84 kmpl,1598 CC,103.52 bhp,5,14.95 River,
6056,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Kigali,2036,13000,Petrol,Manual,First,15.29 kmpl,1591 CC,121.3 bhp,5,,
6057,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Maputo,2030,81000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,,
6058,BMW 5 Series 520d Luxury Line,Johannesburg,2032,66889,Diesel,Automatic,First,22.48 kmpl,1995 CC,190 bhp,5,70.43 River,
6059,Maruti Baleno Alpha 1.3,Durban,2038,32000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,,
6060,Audi A4 2.0 TDI 177 Bhp Technology Edition,Maputo,2033,87001,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,,
6061,Audi A4 2.0 TDI Multitronic,Dodoma,2033,55000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5,,
6062,Skoda Rapid 1.6 MPI Ambition,Arusha,2038,4000,Petrol,Manual,First,15.41 kmpl,1598 CC,103.52 bhp,5,11.89 River,
6063,Maruti Ertiga SHVS VDI,Gaborone,2037,27778,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,,
6064,Maruti Ciaz 1.4 Zeta,Johannesburg,2037,5000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,
6065,Maruti Ciaz ZXi,Maputo,2034,72000,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,
6066,Mercedes-Benz A Class A200 CDI Sport,Lilongwe,2035,21000,Diesel,Automatic,First,20.0 kmpl,2143 CC,136 bhp,5,,
6067,Toyota Innova 2.5 ZX Diesel 7 Seater,Gaborone,2035,59299,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,,
6068,BMW 3 Series 320d Prestige,Durban,2034,75000,Diesel,Automatic,First,18.88 kmpl,1995 CC,184 bhp,5,,
6069,Maruti Alto 800 2016-2019 LXI,Gaborone,2039,3413,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,,
6070,Ford Ecosport 1.5 DV5 MT Titanium,Johannesburg,2034,62000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,,
6071,Ford Endeavour 3.0L 4X4 AT,Johannesburg,2030,105001,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,,
6072,Audi Q5 2.0 TDI,Johannesburg,2033,89000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5,,
6073,Hyundai Verna 1.6 SX VTVT,Johannesburg,2034,21000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,,
6074,Mahindra XUV500 W8 4WD,Lusaka,2034,50000,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,,
6075,Maruti Vitara Brezza ZDi,Dodoma,2036,70687,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,11.02 River,
6076,Toyota Etios Liva 1.4 VXD,Maputo,2036,104350,Diesel,Manual,First,23.59 kmpl,1364 CC,67.04 bhp,5,8.94 River,
6077,Tata Indigo CS LX (TDI) BS III,Lilongwe,2031,150000,Diesel,Manual,Second,19.09 kmpl,1396 CC,69 bhp,5,,
6078,Honda City ZX GXi,Nairobi,2028,81000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,,
6079,Toyota Corolla Altis G,Lusaka,2028,89000,Petrol,Manual,Second,14.53 kmpl,1798 CC,138.1 bhp,5,,
6080,Hyundai Grand i10 Asta,Gaborone,2037,35223,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,,
6081,Hyundai i20 Sportz 1.2,Lusaka,2035,48000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,
6082,Volkswagen Polo 1.5 TDI Comfortline,Nairobi,2035,60000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,,
6083,Maruti Celerio X VXI Option,Johannesburg,2038,7000,Petrol,Manual,First,23.0 kmpl,998 CC,67 bhp,5,5.78 River,
6084,Chevrolet Sail Hatchback 1.2,Gaborone,2035,47572,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,,
6085,Mahindra Scorpio VLX Special Edition BS-IV,Nairobi,2030,72727,Diesel,Manual,Second,15.4 kmpl,2179 CC,120 bhp,8,,
6086,Volkswagen Ameo 1.5 TDI Comfortline,Johannesburg,2038,4708,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5,9.4 River,
6087,Maruti Wagon R LXI,Nairobi,2029,55000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,,
6088,Honda Brio S Option MT,Harare,2033,44198,Petrol,Manual,Second,18.4 kmpl,1198 CC,86.8 bhp,5,,
6089,Maruti Ertiga VXI,Durban,2035,35000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,,
6090,Hyundai Santro Xing GL,Durban,2033,63831,Petrol,Manual,First,0.0 kmpl,1086 CC,62 bhp,5,,
6091,Ford Figo Aspire 1.2 Ti-VCT Titanium,Nairobi,2037,17540,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5,,
6092,Tata Tiago AMT 1.2 Revotron XTA,Johannesburg,2037,14000,Petrol,Automatic,First,23.84 kmpl,1199 CC,84 bhp,5,6.3 River,
6093,Hyundai Santro Xing XL,Kigali,2027,47000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,,
6094,Chevrolet Beat LT,Lilongwe,2030,75422,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,,
6095,Nissan Micra Diesel XV,Dodoma,2031,67000,Diesel,Manual,Second,23.08 kmpl,1461 CC,63.1 bhp,5,,
6096,Toyota Innova 2.5 GX (Diesel) 8 Seater,Nairobi,2033,79999,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,,
6097,Hyundai Xcent 1.2 VTVT E,Lusaka,2037,5044,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5,6.41 River,
6098,Maruti Ciaz VXi,Lusaka,2036,31601,Petrol,Manual,First,20.73 kmpl,1373 CC,91.1 bhp,5,,
6099,BMW 5 Series 2013-2017 520d Luxury Line,Nairobi,2034,70000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,,
6100,Toyota Camry Hybrid 2.5,Durban,2036,16000,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5,40.62 River,
6101,Toyota Corolla Altis D-4D G,Johannesburg,2036,31700,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,,
6102,Hyundai Verna 1.6 SX CRDi (O),Gaborone,2034,76969,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,,
6103,Volkswagen Vento 1.5 TDI Highline AT,Lusaka,2035,37000,Diesel,Automatic,First,21.21 kmpl,1498 CC,103.2 bhp,5,,
6104,Nissan Teana XL,Johannesburg,2034,23000,Petrol,Automatic,First,11.07 kmpl,2496 CC,179.5 bhp,5,,
6105,Hyundai i20 1.2 Sportz Option,Harare,2034,59098,Petrol,Manual,Second,17.0 kmpl,1197 CC,80 bhp,5,,
6106,Tata Manza Club Class Safire90 LX,Gaborone,2030,142299,Petrol,Manual,First,13.07 kmpl,1368 CC,88.76 bhp,5,,
6107,Ford Figo Diesel ZXI,Arusha,2031,75731,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,,
6108,Hyundai i20 Asta 1.2,Harare,2037,69627,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,,
6109,Ford Fiesta Classic 1.6 SXI Duratec,Johannesburg,2031,49000,Petrol,Manual,First,15.3 kmpl,1596 CC,99.6 bhp,5,,
6110,Mercedes-Benz B Class B180 Sports,Johannesburg,2035,25700,Petrol,Automatic,First,11.9 kmpl,1595 CC,120.7 bhp,5,,
6111,Hyundai i20 Magna,Nairobi,2032,80800,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,,
6112,Maruti Swift Dzire VDI,Dodoma,2033,110896,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,,
6113,Hyundai Santro Xing GLS,Lusaka,2029,62261,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,,
6114,Maruti Baleno Alpha,Gaborone,2037,27610,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,8.8 River,
6115,Honda Accord 2.4 Elegance M/T,Gaborone,2031,89219,Petrol,Manual,First,10.2 kmpl,2354 CC,180 bhp,5,,
6116,Nissan Micra XL CVT,Dodoma,2038,6700,Petrol,Automatic,First,19.34 kmpl,1198 CC,75.94 bhp,5,,
